epoch,batch,mu_mean,mu_std,logvar_mean,logvar_std,actual_var
1,0,-0.022666165605187416,0.5470262765884399,0.0037849019281566143,0.5501802563667297,1.165244698524475
1,100,-0.0018585682846605778,0.012599444016814232,-0.00662287138402462,0.013814958743751049,0.9934936761856079
1,200,-0.0035785622894763947,0.02362893894314766,0.006662766449153423,0.013490263372659683,1.0067765712738037
1,300,-0.013155386783182621,0.1371193528175354,0.3603121042251587,0.1583150029182434,1.4536758661270142
1,400,-0.10691037029027939,2.406440258026123,6.467367172241211,2.931619882583618,13417.736328125
2,0,-0.056694626808166504,13.003461837768555,12.78073787689209,20.298816680908203,inf
2,100,nan,nan,nan,nan,nan
2,200,nan,nan,nan,nan,nan
2,300,nan,nan,nan,nan,nan
2,400,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan
3,100,nan,nan,nan,nan,nan
3,200,nan,nan,nan,nan,nan
3,300,nan,nan,nan,nan,nan
3,400,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan
4,100,nan,nan,nan,nan,nan
4,200,nan,nan,nan,nan,nan
4,300,nan,nan,nan,nan,nan
4,400,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan
5,100,nan,nan,nan,nan,nan
5,200,nan,nan,nan,nan,nan
5,300,nan,nan,nan,nan,nan
5,400,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan
6,100,nan,nan,nan,nan,nan
6,200,nan,nan,nan,nan,nan
6,300,nan,nan,nan,nan,nan
6,400,nan,nan,nan,nan,nan
7,0,nan,nan,nan,nan,nan
7,100,nan,nan,nan,nan,nan
7,200,nan,nan,nan,nan,nan
7,300,nan,nan,nan,nan,nan
7,400,nan,nan,nan,nan,nan
8,0,nan,nan,nan,nan,nan
8,100,nan,nan,nan,nan,nan
8,200,nan,nan,nan,nan,nan
8,300,nan,nan,nan,nan,nan
8,400,nan,nan,nan,nan,nan
9,0,nan,nan,nan,nan,nan
9,100,nan,nan,nan,nan,nan
9,200,nan,nan,nan,nan,nan
9,300,nan,nan,nan,nan,nan
9,400,nan,nan,nan,nan,nan
10,0,nan,nan,nan,nan,nan
10,100,nan,nan,nan,nan,nan
10,200,nan,nan,nan,nan,nan
10,300,nan,nan,nan,nan,nan
10,400,nan,nan,nan,nan,nan
11,0,nan,nan,nan,nan,nan
11,100,nan,nan,nan,nan,nan
11,200,nan,nan,nan,nan,nan
11,300,nan,nan,nan,nan,nan
11,400,nan,nan,nan,nan,nan
12,0,nan,nan,nan,nan,nan
12,100,nan,nan,nan,nan,nan
12,200,nan,nan,nan,nan,nan
12,300,nan,nan,nan,nan,nan
12,400,nan,nan,nan,nan,nan
13,0,nan,nan,nan,nan,nan
13,100,nan,nan,nan,nan,nan
13,200,nan,nan,nan,nan,nan
13,300,nan,nan,nan,nan,nan
13,400,nan,nan,nan,nan,nan
14,0,nan,nan,nan,nan,nan
14,100,nan,nan,nan,nan,nan
14,200,nan,nan,nan,nan,nan
14,300,nan,nan,nan,nan,nan
14,400,nan,nan,nan,nan,nan
15,0,nan,nan,nan,nan,nan
15,100,nan,nan,nan,nan,nan
15,200,nan,nan,nan,nan,nan
15,300,nan,nan,nan,nan,nan
15,400,nan,nan,nan,nan,nan
16,0,nan,nan,nan,nan,nan
16,100,nan,nan,nan,nan,nan
16,200,nan,nan,nan,nan,nan
16,300,nan,nan,nan,nan,nan
16,400,nan,nan,nan,nan,nan
17,0,nan,nan,nan,nan,nan
17,100,nan,nan,nan,nan,nan
17,200,nan,nan,nan,nan,nan
17,300,nan,nan,nan,nan,nan
17,400,nan,nan,nan,nan,nan
18,0,nan,nan,nan,nan,nan
18,100,nan,nan,nan,nan,nan
18,200,nan,nan,nan,nan,nan
18,300,nan,nan,nan,nan,nan
18,400,nan,nan,nan,nan,nan
19,0,nan,nan,nan,nan,nan
19,100,nan,nan,nan,nan,nan
19,200,nan,nan,nan,nan,nan
19,300,nan,nan,nan,nan,nan
19,400,nan,nan,nan,nan,nan
20,0,nan,nan,nan,nan,nan
20,100,nan,nan,nan,nan,nan
20,200,nan,nan,nan,nan,nan
20,300,nan,nan,nan,nan,nan
20,400,nan,nan,nan,nan,nan
